D (mm),B (mm),B1 (mm),t (mm),Lsl (mm),Wsl (mm),Ssl (mm),Bsl (mm),N,n,Fy (MPa),BC,r (mm),a/h,hst (mm),Vcr (N)
150,45,13,1,60,3,100,9.5,1,6,500,1,2,1,0,4992.4
150,45,13,1,75,3,100,9.5,1,6,500,1,2,1,0,3093.7
150,45,13,1,90,3,100,9.5,1,6,500,1,2,1,0,2624.1
150,45,13,1,60,5,100,9.5,1,6,500,1,2,1,0,4411.7
150,45,13,1,75,5,100,9.5,1,6,500,1,2,1,0,2581.4
150,45,13,1,90,5,100,9.5,1,6,500,1,2,1,0,2320.1
150,45,13,1,60,7,100,9.5,1,6,500,1,2,1,0,3613.1
150,45,13,1,75,7,100,9.5,1,6,500,1,2,1,0,2210.9
150,45,13,1,90,7,100,9.5,1,6,500,1,2,1,0,1990.6
150,45,13,1,60,3,100,9.5,2,6,500,1,2,1,0,4711.8
150,45,13,1,75,3,100,9.5,2,6,500,1,2,1,0,3134.3
150,45,13,1,90,3,100,9.5,2,6,500,1,2,1,0,2232.8
150,45,13,1,60,5,100,9.5,2,6,500,1,2,1,0,4369.5
150,45,13,1,75,5,100,9.5,2,6,500,1,2,1,0,3048.7
150,45,13,1,90,5,100,9.5,2,6,500,1,2,1,0,2586.8
150,45,13,1,60,7,100,9.5,2,6,500,1,2,1,0,4278.7
150,45,13,1,75,7,100,9.5,2,6,500,1,2,1,0,3136.1
150,45,13,1,90,7,100,9.5,2,6,500,1,2,1,0,3044.4
150,45,13,1,60,3,100,9.5,1,8,500,1,2,1,0,4449.6
150,45,13,1,75,3,100,9.5,1,8,500,1,2,1,0,2883.9
150,45,13,1,90,3,100,9.5,1,8,500,1,2,1,0,2111.8
150,45,13,1,60,5,100,9.5,1,8,500,1,2,1,0,4017.8
150,45,13,1,75,5,100,9.5,1,8,500,1,2,1,0,2762.2
150,45,13,1,90,5,100,9.5,1,8,500,1,2,1,0,2308.9
150,45,13,1,60,7,100,9.5,1,8,500,1,2,1,0,3681.0
150,45,13,1,75,7,100,9.5,1,8,500,1,2,1,0,2810.8
150,45,13,1,90,7,100,9.5,1,8,500,1,2,1,0,2755.7
150,45,13,2,60,3,100,9.5,1,6,500,1,4,1,0,43263.1
150,45,13,2,75,3,100,9.5,1,6,500,1,4,1,0,23149.9
150,45,13,2,90,3,100,9.5,1,6,500,1,4,1,0,21233.4
150,45,13,2,60,5,100,9.5,1,6,500,1,4,1,0,38010.4
150,45,13,2,75,5,100,9.5,1,6,500,1,4,1,0,20774.2
150,45,13,2,90,5,100,9.5,1,6,500,1,4,1,0,18883.5
150,45,13,2,60,7,100,9.5,1,6,500,1,4,1,0,31125.7
150,45,13,2,75,7,100,9.5,1,6,500,1,4,1,0,18881.6
150,45,13,2,90,7,100,9.5,1,6,500,1,4,1,0,15872.3
150,45,13,2,60,3,100,9.5,2,6,500,1,4,1,0,39463.5
150,45,13,2,75,3,100,9.5,2,6,500,1,4,1,0,19573.7
150,45,13,2,90,3,100,9.5,2,6,500,1,4,1,0,15493.9
150,45,13,2,60,5,100,9.5,2,6,500,1,4,1,0,35722.1
150,45,13,2,75,5,100,9.5,2,6,500,1,4,1,0,21126.4
150,45,13,2,90,5,100,9.5,2,6,500,1,4,1,0,17117.9
150,45,13,2,60,7,100,9.5,2,6,500,1,4,1,0,34231.7
150,45,13,2,75,7,100,9.5,2,6,500,1,4,1,0,25315.4
150,45,13,2,90,7,100,9.5,2,6,500,1,4,1,0,22102.0
150,45,13,2,60,3,100,9.5,1,8,500,1,4,1,0,37076.0
150,45,13,2,75,3,100,9.5,1,8,500,1,4,1,0,19184.9
150,45,13,2,90,3,100,9.5,1,8,500,1,4,1,0,14755.9
150,45,13,2,60,5,100,9.5,1,8,500,1,4,1,0,33137.2
150,45,13,2,75,5,100,9.5,1,8,500,1,4,1,0,20019.5
150,45,13,2,90,5,100,9.5,1,8,500,1,4,1,0,15596.1
150,45,13,2,60,7,100,9.5,1,8,500,1,4,1,0,29560.8
150,45,13,2,75,7,100,9.5,1,8,500,1,4,1,0,22652.8
150,45,13,2,90,7,100,9.5,1,8,500,1,4,1,0,17874.5
150,45,13,3,60,3,100,9.5,1,6,500,1,6,1,0,138198.7
150,45,13,3,75,3,100,9.5,1,6,500,1,6,1,0,79208.1
150,45,13,3,90,3,100,9.5,1,6,500,1,6,1,0,73459.1
150,45,13,3,60,5,100,9.5,1,6,500,1,6,1,0,120313.6
150,45,13,3,75,5,100,9.5,1,6,500,1,6,1,0,72189.2
150,45,13,3,90,5,100,9.5,1,6,500,1,6,1,0,67881.2
150,45,13,3,60,7,100,9.5,1,6,500,1,6,1,0,97381.5
150,45,13,3,75,7,100,9.5,1,6,500,1,6,1,0,65446.4
150,45,13,3,90,7,100,9.5,1,6,500,1,6,1,0,56408.3
150,45,13,3,60,3,100,9.5,2,6,500,1,6,1,0,124146.9
150,45,13,3,75,3,100,9.5,2,6,500,1,6,1,0,66352.9
150,45,13,3,90,3,100,9.5,2,6,500,1,6,1,0,53399.6
150,45,13,3,60,5,100,9.5,2,6,500,1,6,1,0,108971.1
150,45,13,3,75,5,100,9.5,2,6,500,1,6,1,0,70937.2
150,45,13,3,90,5,100,9.5,2,6,500,1,6,1,0,58376.7
150,45,13,3,60,7,100,9.5,2,6,500,1,6,1,0,102049.2
150,45,13,3,75,7,100,9.5,2,6,500,1,6,1,0,84150.9
150,45,13,3,90,7,100,9.5,2,6,500,1,6,1,0,74089.4
150,45,13,3,60,3,100,9.5,1,8,500,1,6,1,0,117850.2
150,45,13,3,75,3,100,9.5,1,8,500,1,6,1,0,65092.5
150,45,13,3,90,3,100,9.5,1,8,500,1,6,1,0,51214.0
150,45,13,3,60,5,100,9.5,1,8,500,1,6,1,0,103096.8
150,45,13,3,75,5,100,9.5,1,8,500,1,6,1,0,67327.6
150,45,13,3,90,5,100,9.5,1,8,500,1,6,1,0,53730.2
150,45,13,3,60,7,100,9.5,1,8,500,1,6,1,0,89416.9
150,45,13,3,75,7,100,9.5,1,8,500,1,6,1,0,75376.0
150,45,13,3,90,7,100,9.5,1,8,500,1,6,1,0,53514.5
200,45,13,1,60,3,100,9.5,1,6,500,1,2,1,0,4034.2
200,45,13,1,75,3,100,9.5,1,6,500,1,2,1,0,2671.4
200,45,13,1,90,3,100,9.5,1,6,500,1,2,1,0,2103.7
200,45,13,1,60,5,100,9.5,1,6,500,1,2,1,0,3432.1
200,45,13,1,75,5,100,9.5,1,6,500,1,2,1,0,2272.0
200,45,13,1,90,5,100,9.5,1,6,500,1,2,1,0,1859.8
200,45,13,1,60,7,100,9.5,1,6,500,1,2,1,0,2653.0
200,45,13,1,75,7,100,9.5,1,6,500,1,2,1,0,1826.7
200,45,13,1,90,7,100,9.5,1,6,500,1,2,1,0,1631.2
200,45,13,1,60,3,100,9.5,2,6,500,1,2,1,0,3903.7
200,45,13,1,75,3,100,9.5,2,6,500,1,2,1,0,2552.3
200,45,13,1,90,3,100,9.5,2,6,500,1,2,1,0,2078.4
200,45,13,1,60,5,100,9.5,2,6,500,1,2,1,0,3523.7
200,45,13,1,75,5,100,9.5,2,6,500,1,2,1,0,2280.8
200,45,13,1,90,5,100,9.5,2,6,500,1,2,1,0,1896.5
200,45,13,1,60,7,100,9.5,2,6,500,1,2,1,0,3128.4
200,45,13,1,75,7,100,9.5,2,6,500,1,2,1,0,1957.2
200,45,13,1,90,7,100,9.5,2,6,500,1,2,1,0,1697.5
200,45,13,1,60,3,100,9.5,1,8,500,1,2,1,0,3587.1
200,45,13,1,75,3,100,9.5,1,8,500,1,2,1,0,2318.5
200,45,13,1,90,3,100,9.5,1,8,500,1,2,1,0,1890.4
200,45,13,1,60,5,100,9.5,1,8,500,1,2,1,0,3104.7
200,45,13,1,75,5,100,9.5,1,8,500,1,2,1,0,2024.7
200,45,13,1,90,5,100,9.5,1,8,500,1,2,1,0,1717.4
200,45,13,1,60,7,100,9.5,1,8,500,1,2,1,0,2547.8
200,45,13,1,75,7,100,9.5,1,8,500,1,2,1,0,1748.8
200,45,13,1,90,7,100,9.5,1,8,500,1,2,1,0,1565.1
200,45,13,1,60,3,100,9.5,2,8,500,1,2,1,0,3423.4
200,45,13,1,75,3,100,9.5,2,8,500,1,2,1,0,2244.1
200,45,13,1,90,3,100,9.5,2,8,500,1,2,1,0,1629.9
200,45,13,1,60,5,100,9.5,2,8,500,1,2,1,0,3081.3
200,45,13,1,75,5,100,9.5,2,8,500,1,2,1,0,1903.7
200,45,13,1,90,5,100,9.5,2,8,500,1,2,1,0,1435.7
200,45,13,1,60,7,100,9.5,2,8,500,1,2,1,0,2740.9
200,45,13,1,75,7,100,9.5,2,8,500,1,2,1,0,1721.5
200,45,13,1,90,7,100,9.5,2,8,500,1,2,1,0,1333.3
200,45,13,1,60,3,100,9.5,1,12,500,1,2,1,0,3142.0
200,45,13,1,75,3,100,9.5,1,12,500,1,2,1,0,2110.9
200,45,13,1,90,3,100,9.5,1,12,500,1,2,1,0,1846.2
200,45,13,1,60,5,100,9.5,1,12,500,1,2,1,0,2808.1
200,45,13,1,75,5,100,9.5,1,12,500,1,2,1,0,1991.8
200,45,13,1,90,5,100,9.5,1,12,500,1,2,1,0,1848.9
200,45,13,1,60,7,100,9.5,1,12,500,1,2,1,0,2497.7
200,45,13,1,75,7,100,9.5,1,12,500,1,2,1,0,1952.1
200,45,13,1,90,7,100,9.5,1,12,500,1,2,1,0,1872.0
200,45,13,2,60,3,100,9.5,1,6,500,1,4,1,0,32391.8
200,45,13,2,75,3,100,9.5,1,6,500,1,4,1,0,22827.4
200,45,13,2,90,3,100,9.5,1,6,500,1,4,1,0,17655.0
200,45,13,2,60,5,100,9.5,1,6,500,1,4,1,0,27473.0
200,45,13,2,75,5,100,9.5,1,6,500,1,4,1,0,19043.5
200,45,13,2,90,5,100,9.5,1,6,500,1,4,1,0,15501.2
200,45,13,2,60,7,100,9.5,1,6,500,1,4,1,0,20627.9
200,45,13,2,75,7,100,9.5,1,6,500,1,4,1,0,14976.9
200,45,13,2,90,7,100,9.5,1,6,500,1,4,1,0,13517.4
200,45,13,2,60,3,100,9.5,2,6,500,1,4,1,0,30056.8
200,45,13,2,75,3,100,9.5,2,6,500,1,4,1,0,21356.9
200,45,13,2,90,3,100,9.5,2,6,500,1,4,1,0,17206.8
200,45,13,2,60,5,100,9.5,2,6,500,1,4,1,0,26861.8
200,45,13,2,75,5,100,9.5,2,6,500,1,4,1,0,18926.5
200,45,13,2,90,5,100,9.5,2,6,500,1,4,1,0,15672.0
200,45,13,2,60,7,100,9.5,2,6,500,1,4,1,0,23333.3
200,45,13,2,75,7,100,9.5,2,6,500,1,4,1,0,16117.3
200,45,13,2,90,7,100,9.5,2,6,500,1,4,1,0,14031.1
200,45,13,2,60,3,100,9.5,1,8,500,1,4,1,0,28172.0
200,45,13,2,75,3,100,9.5,1,8,500,1,4,1,0,19401.8
200,45,13,2,90,3,100,9.5,1,8,500,1,4,1,0,15655.2
200,45,13,2,60,5,100,9.5,1,8,500,1,4,1,0,24161.3
200,45,13,2,75,5,100,9.5,1,8,500,1,4,1,0,16875.7
200,45,13,2,90,5,100,9.5,1,8,500,1,4,1,0,14222.2
200,45,13,2,60,7,100,9.5,1,8,500,1,4,1,0,19330.2
200,45,13,2,75,7,100,9.5,1,8,500,1,4,1,0,14492.0
200,45,13,2,90,7,100,9.5,1,8,500,1,4,1,0,12947.2
200,45,13,2,60,3,100,9.5,2,8,500,1,4,1,0,26337.5
200,45,13,2,75,3,100,9.5,2,8,500,1,4,1,0,18473.2
200,45,13,2,90,3,100,9.5,2,8,500,1,4,1,0,13473.3
200,45,13,2,60,5,100,9.5,2,8,500,1,4,1,0,23273.5
200,45,13,2,75,5,100,9.5,2,8,500,1,4,1,0,15589.7
200,45,13,2,90,5,100,9.5,2,8,500,1,4,1,0,11857.5
200,45,13,2,60,7,100,9.5,2,8,500,1,4,1,0,20033.0
200,45,13,2,75,7,100,9.5,2,8,500,1,4,1,0,13863.9
200,45,13,2,90,7,100,9.5,2,8,500,1,4,1,0,10855.6
200,45,13,2,60,3,100,9.5,1,12,500,1,4,1,0,23569.3
200,45,13,2,75,3,100,9.5,1,12,500,1,4,1,0,17184.6
200,45,13,2,90,3,100,9.5,1,12,500,1,4,1,0,14974.9
200,45,13,2,60,5,100,9.5,1,12,500,1,4,1,0,20739.2
200,45,13,2,75,5,100,9.5,1,12,500,1,4,1,0,16223.7
200,45,13,2,90,5,100,9.5,1,12,500,1,4,1,0,15042.3
200,45,13,2,60,7,100,9.5,1,12,500,1,4,1,0,17887.7
200,45,13,2,75,7,100,9.5,1,12,500,1,4,1,0,16103.9
200,45,13,2,90,7,100,9.5,1,12,500,1,4,1,0,15539.0
200,45,13,3,60,3,100,9.5,1,6,500,1,6,1,0,104321.0
200,45,13,3,75,3,100,9.5,1,6,500,1,6,1,0,74628.9
200,45,13,3,90,3,100,9.5,1,6,500,1,6,1,0,59284.2
200,45,13,3,60,5,100,9.5,1,6,500,1,6,1,0,89091.8
200,45,13,3,75,5,100,9.5,1,6,500,1,6,1,0,63025.0
200,45,13,3,90,5,100,9.5,1,6,500,1,6,1,0,52563.7
200,45,13,3,60,7,100,9.5,1,6,500,1,6,1,0,66560.1
200,45,13,3,75,7,100,9.5,1,6,500,1,6,1,0,49623.1
200,45,13,3,90,7,100,9.5,1,6,500,1,6,1,0,42581.4
200,45,13,3,60,3,100,9.5,2,6,500,1,6,1,0,95432.1
200,45,13,3,75,3,100,9.5,2,6,500,1,6,1,0,70850.2
200,45,13,3,90,3,100,9.5,2,6,500,1,6,1,0,58511.5
200,45,13,3,60,5,100,9.5,2,6,500,1,6,1,0,85497.3
200,45,13,3,75,5,100,9.5,2,6,500,1,6,1,0,62786.5
200,45,13,3,90,5,100,9.5,2,6,500,1,6,1,0,53218.9
200,45,13,3,60,7,100,9.5,2,6,500,1,6,1,0,74291.8
200,45,13,3,75,7,100,9.5,2,6,500,1,6,1,0,53529.9
200,45,13,3,90,7,100,9.5,2,6,500,1,6,1,0,47540.6
200,45,13,3,60,3,100,9.5,1,8,500,1,6,1,0,91301.7
200,45,13,3,75,3,100,9.5,1,8,500,1,6,1,0,64838.4
200,45,13,3,90,3,100,9.5,1,8,500,1,6,1,0,53721.7
200,45,13,3,60,5,100,9.5,1,8,500,1,6,1,0,78628.1
200,45,13,3,75,5,100,9.5,1,8,500,1,6,1,0,56377.1
200,45,13,3,90,5,100,9.5,1,8,500,1,6,1,0,48748.1
200,45,13,3,60,7,100,9.5,1,8,500,1,6,1,0,62586.8
200,45,13,3,75,7,100,9.5,1,8,500,1,6,1,0,48165.7
200,45,13,3,90,7,100,9.5,1,8,500,1,6,1,0,44161.3
200,45,13,3,60,3,100,9.5,2,8,500,1,6,1,0,84353.5
200,45,13,3,75,3,100,9.5,2,8,500,1,6,1,0,62532.3
200,45,13,3,90,3,100,9.5,2,8,500,1,6,1,0,46602.3
200,45,13,3,60,5,100,9.5,2,8,500,1,6,1,0,74132.3
200,45,13,3,75,5,100,9.5,2,8,500,1,6,1,0,52476.2
200,45,13,3,90,5,100,9.5,2,8,500,1,6,1,0,40585.0
200,45,13,3,60,7,100,9.5,2,8,500,1,6,1,0,62341.9
200,45,13,3,75,7,100,9.5,2,8,500,1,6,1,0,45821.2
200,45,13,3,90,7,100,9.5,2,8,500,1,6,1,0,27816.8
200,45,13,3,60,3,100,9.5,1,12,500,1,6,1,0,75844.1
200,45,13,3,75,3,100,9.5,1,12,500,1,6,1,0,56370.1
200,45,13,3,90,3,100,9.5,1,12,500,1,6,1,0,50161.3
200,45,13,3,60,5,100,9.5,1,12,500,1,6,1,0,66429.5
200,45,13,3,75,5,100,9.5,1,12,500,1,6,1,0,52969.3
200,45,13,3,90,5,100,9.5,1,12,500,1,6,1,0,50169.1
200,45,13,3,60,7,100,9.5,1,12,500,1,6,1,0,56083.5
200,45,13,3,75,7,100,9.5,1,12,500,1,6,1,0,52463.5
200,45,13,3,90,7,100,9.5,1,12,500,1,6,1,0,51527.2
250,65,13,1,60,3,100,9.5,1,6,500,1,2,1,0,3956.5
250,65,13,1,75,3,100,9.5,1,6,500,1,2,1,0,2629.2
250,65,13,1,90,3,100,9.5,1,6,500,1,2,1,0,1756.0
250,65,13,1,60,5,100,9.5,1,6,500,1,2,1,0,3550.3
250,65,13,1,75,5,100,9.5,1,6,500,1,2,1,0,2106.9
250,65,13,1,90,5,100,9.5,1,6,500,1,2,1,0,1524.8
250,65,13,1,60,7,100,9.5,1,6,500,1,2,1,0,2724.7
250,65,13,1,75,7,100,9.5,1,6,500,1,2,1,0,1562.1
250,65,13,1,90,7,100,9.5,1,6,500,1,2,1,0,1315.3
250,65,13,1,60,3,100,9.5,2,6,500,1,2,1,0,3456.0
250,65,13,1,75,3,100,9.5,2,6,500,1,2,1,0,2351.3
250,65,13,1,90,3,100,9.5,2,6,500,1,2,1,0,1702.4
250,65,13,1,60,5,100,9.5,2,6,500,1,2,1,0,3108.2
250,65,13,1,75,5,100,9.5,2,6,500,1,2,1,0,1969.9
250,65,13,1,90,5,100,9.5,2,6,500,1,2,1,0,1490.2
250,65,13,1,60,7,100,9.5,2,6,500,1,2,1,0,2615.3
250,65,13,1,75,7,100,9.5,2,6,500,1,2,1,0,1561.1
250,65,13,1,90,7,100,9.5,2,6,500,1,2,1,0,1294.5
250,65,13,1,60,3,100,9.5,1,8,500,1,2,1,0,3373.0
250,65,13,1,75,3,100,9.5,1,8,500,1,2,1,0,2144.5
250,65,13,1,90,3,100,9.5,1,8,500,1,2,1,0,1569.0
250,65,13,1,60,5,100,9.5,1,8,500,1,2,1,0,2937.6
250,65,13,1,75,5,100,9.5,1,8,500,1,2,1,0,1754.1
250,65,13,1,90,5,100,9.5,1,8,500,1,2,1,0,1385.3
250,65,13,1,60,7,100,9.5,1,8,500,1,2,1,0,2232.6
250,65,13,1,75,7,100,9.5,1,8,500,1,2,1,0,1387.4
250,65,13,1,90,7,100,9.5,1,8,500,1,2,1,0,1225.4
250,65,13,1,60,3,100,9.5,2,8,500,1,2,1,0,3230.6
250,65,13,1,75,3,100,9.5,2,8,500,1,2,1,0,2071.4
250,65,13,1,90,3,100,9.5,2,8,500,1,2,1,0,1491.5
250,65,13,1,60,5,100,9.5,2,8,500,1,2,1,0,2880.1
250,65,13,1,75,5,100,9.5,2,8,500,1,2,1,0,1754.8
250,65,13,1,90,5,100,9.5,2,8,500,1,2,1,0,1386.9
250,65,13,1,60,7,100,9.5,2,8,500,1,2,1,0,2360.9
250,65,13,1,75,7,100,9.5,2,8,500,1,2,1,0,1475.1
250,65,13,1,90,7,100,9.5,2,8,500,1,2,1,0,1326.2
250,65,13,1,60,3,100,9.5,1,12,500,1,2,1,0,2797.6
250,65,13,1,75,3,100,9.5,1,12,500,1,2,1,0,1741.5
250,65,13,1,90,3,100,9.5,1,12,500,1,2,1,0,1428.9
250,65,13,1,60,5,100,9.5,1,12,500,1,2,1,0,2384.7
250,65,13,1,75,5,100,9.5,1,12,500,1,2,1,0,1497.3
250,65,13,1,90,5,100,9.5,1,12,500,1,2,1,0,1335.8
250,65,13,1,60,7,100,9.5,1,12,500,1,2,1,0,1833.6
250,65,13,1,75,7,100,9.5,1,12,500,1,2,1,0,1316.9
250,65,13,1,90,7,100,9.5,1,12,500,1,2,1,0,1258.8
250,65,13,1,60,3,100,9.5,2,12,500,1,2,1,0,2846.8
250,65,13,1,75,3,100,9.5,2,12,500,1,2,1,0,1795.5
250,65,13,1,90,3,100,9.5,2,12,500,1,2,1,0,1307.9
250,65,13,1,60,5,100,9.5,2,12,500,1,2,1,0,2565.3
250,65,13,1,75,5,100,9.5,2,12,500,1,2,1,0,1607.1
250,65,13,1,90,5,100,9.5,2,12,500,1,2,1,0,1271.2
250,65,13,1,60,7,100,9.5,2,12,500,1,2,1,0,2263.2
250,65,13,1,75,7,100,9.5,2,12,500,1,2,1,0,1580.9
250,65,13,1,90,7,100,9.5,2,12,500,1,2,1,0,1334.2
250,65,13,2,60,3,100,9.5,1,6,500,1,4,1,0,32368.1
250,65,13,2,75,3,100,9.5,1,6,500,1,4,1,0,19116.8
250,65,13,2,90,3,100,9.5,1,6,500,1,4,1,0,14315.3
250,65,13,2,60,5,100,9.5,1,6,500,1,4,1,0,29373.3
250,65,13,2,75,5,100,9.5,1,6,500,1,4,1,0,15848.9
250,65,13,2,90,5,100,9.5,1,6,500,1,4,1,0,12343.7
250,65,13,2,60,7,100,9.5,1,6,500,1,4,1,0,21805.6
250,65,13,2,75,7,100,9.5,1,6,500,1,4,1,0,12281.0
250,65,13,2,90,7,100,9.5,1,6,500,1,4,1,0,10525.4
250,65,13,2,60,3,100,9.5,2,6,500,1,4,1,0,28519.2
250,65,13,2,75,3,100,9.5,2,6,500,1,4,1,0,17716.7
250,65,13,2,90,3,100,9.5,2,6,500,1,4,1,0,13645.2
250,65,13,2,60,5,100,9.5,2,6,500,1,4,1,0,25836.6
250,65,13,2,75,5,100,9.5,2,6,500,1,4,1,0,15276.5
250,65,13,2,90,5,100,9.5,2,6,500,1,4,1,0,11828.8
250,65,13,2,60,7,100,9.5,2,6,500,1,4,1,0,21731.3
250,65,13,2,75,7,100,9.5,2,6,500,1,4,1,0,12435.8
250,65,13,2,90,7,100,9.5,2,6,500,1,4,1,0,10149.1
250,65,13,2,60,3,100,9.5,1,8,500,1,4,1,0,28348.6
250,65,13,2,75,3,100,9.5,1,8,500,1,4,1,0,16342.6
250,65,13,2,90,3,100,9.5,1,8,500,1,4,1,0,12657.0
250,65,13,2,60,5,100,9.5,1,8,500,1,4,1,0,24565.6
250,65,13,2,75,5,100,9.5,1,8,500,1,4,1,0,13794.9
250,65,13,2,90,5,100,9.5,1,8,500,1,4,1,0,11097.7
250,65,13,2,60,7,100,9.5,1,8,500,1,4,1,0,18134.6
250,65,13,2,75,7,100,9.5,1,8,500,1,4,1,0,11214.3
250,65,13,2,90,7,100,9.5,1,8,500,1,4,1,0,9702.3
250,65,13,2,60,3,100,9.5,2,8,500,1,4,1,0,26292.9
250,65,13,2,75,3,100,9.5,2,8,500,1,4,1,0,14915.6
250,65,13,2,90,3,100,9.5,2,8,500,1,4,1,0,11840.4
250,65,13,2,60,5,100,9.5,2,8,500,1,4,1,0,23434.7
250,65,13,2,75,5,100,9.5,2,8,500,1,4,1,0,13184.7
250,65,13,2,90,5,100,9.5,2,8,500,1,4,1,0,10863.8
250,65,13,2,60,7,100,9.5,2,8,500,1,4,1,0,18911.0
250,65,13,2,75,7,100,9.5,2,8,500,1,4,1,0,11588.2
250,65,13,2,90,7,100,9.5,2,8,500,1,4,1,0,10202.3
250,65,13,2,60,3,100,9.5,1,12,500,1,4,1,0,22987.3
250,65,13,2,75,3,100,9.5,1,12,500,1,4,1,0,13560.7
250,65,13,2,90,3,100,9.5,1,12,500,1,4,1,0,11190.7
250,65,13,2,60,5,100,9.5,1,12,500,1,4,1,0,19429.0
250,65,13,2,75,5,100,9.5,1,12,500,1,4,1,0,12064.7
250,65,13,2,90,5,100,9.5,1,12,500,1,4,1,0,10350.7
250,65,13,2,60,7,100,9.5,1,12,500,1,4,1,0,14678.4
250,65,13,2,75,7,100,9.5,1,12,500,1,4,1,0,10810.5
250,65,13,2,90,7,100,9.5,1,12,500,1,4,1,0,9620.8
250,65,13,2,60,3,100,9.5,2,12,500,1,4,1,0,22053.4
250,65,13,2,75,3,100,9.5,2,12,500,1,4,1,0,13009.5
250,65,13,2,90,3,100,9.5,2,12,500,1,4,1,0,10013.8
250,65,13,2,60,5,100,9.5,2,12,500,1,4,1,0,19659.3
250,65,13,2,75,5,100,9.5,2,12,500,1,4,1,0,12117.7
250,65,13,2,90,5,100,9.5,2,12,500,1,4,1,0,9568.2
250,65,13,2,60,7,100,9.5,2,12,500,1,4,1,0,17250.2
250,65,13,2,75,7,100,9.5,2,12,500,1,4,1,0,12358.3
250,65,13,2,90,7,100,9.5,2,12,500,1,4,1,0,9779.3
250,65,13,3,60,3,100,9.5,1,6,500,1,6,1,0,101538.8
250,65,13,3,75,3,100,9.5,1,6,500,1,6,1,0,63276.1
250,65,13,3,90,3,100,9.5,1,6,500,1,6,1,0,48671.9
250,65,13,3,60,5,100,9.5,1,6,500,1,6,1,0,89744.2
250,65,13,3,75,5,100,9.5,1,6,500,1,6,1,0,52886.3
250,65,13,3,90,5,100,9.5,1,6,500,1,6,1,0,42164.3
250,65,13,3,60,7,100,9.5,1,6,500,1,6,1,0,66238.3
250,65,13,3,75,7,100,9.5,1,6,500,1,6,1,0,40820.1
250,65,13,3,90,7,100,9.5,1,6,500,1,6,1,0,35796.7
250,65,13,3,60,3,100,9.5,2,6,500,1,6,1,0,88139.6
250,65,13,3,75,3,100,9.5,2,6,500,1,6,1,0,58377.5
250,65,13,3,90,3,100,9.5,2,6,500,1,6,1,0,46254.5
250,65,13,3,60,5,100,9.5,2,6,500,1,6,1,0,78152.1
250,65,13,3,75,5,100,9.5,2,6,500,1,6,1,0,50631.3
250,65,13,3,90,5,100,9.5,2,6,500,1,6,1,0,40222.1
250,65,13,3,60,7,100,9.5,2,6,500,1,6,1,0,63873.5
250,65,13,3,75,7,100,9.5,2,6,500,1,6,1,0,41422.9
250,65,13,3,90,7,100,9.5,2,6,500,1,6,1,0,34529.2
250,65,13,3,60,3,100,9.5,1,8,500,1,6,1,0,88674.8
250,65,13,3,75,3,100,9.5,1,8,500,1,6,1,0,54485.7
250,65,13,3,90,3,100,9.5,1,8,500,1,6,1,0,43209.7
250,65,13,3,60,5,100,9.5,1,8,500,1,6,1,0,76029.0
250,65,13,3,75,5,100,9.5,1,8,500,1,6,1,0,46105.9
250,65,13,3,90,5,100,9.5,1,8,500,1,6,1,0,37921.7
250,65,13,3,60,7,100,9.5,1,8,500,1,6,1,0,55693.9
250,65,13,3,75,7,100,9.5,1,8,500,1,6,1,0,37321.4
250,65,13,3,90,7,100,9.5,1,8,500,1,6,1,0,33027.3
250,65,13,3,60,3,100,9.5,2,8,500,1,6,1,0,79797.4
250,65,13,3,75,3,100,9.5,2,8,500,1,6,1,0,49459.3
250,65,13,3,90,3,100,9.5,2,8,500,1,6,1,0,40287.8
250,65,13,3,60,5,100,9.5,2,8,500,1,6,1,0,68752.7
250,65,13,3,75,5,100,9.5,2,8,500,1,6,1,0,43914.6
250,65,13,3,90,5,100,9.5,2,8,500,1,6,1,0,37046.9
250,65,13,3,60,7,100,9.5,2,8,500,1,6,1,0,54501.7
250,65,13,3,75,7,100,9.5,2,8,500,1,6,1,0,38513.3
250,65,13,3,90,7,100,9.5,2,8,500,1,6,1,0,34392.5
250,65,13,3,60,3,100,9.5,1,12,500,1,6,1,0,71764.5
250,65,13,3,75,3,100,9.5,1,12,500,1,6,1,0,45180.6
250,65,13,3,90,3,100,9.5,1,12,500,1,6,1,0,37898.5
250,65,13,3,60,5,100,9.5,1,12,500,1,6,1,0,60049.6
250,65,13,3,75,5,100,9.5,1,12,500,1,6,1,0,40149.7
250,65,13,3,90,5,100,9.5,1,12,500,1,6,1,0,34980.3
250,65,13,3,60,7,100,9.5,1,12,500,1,6,1,0,45022.0
250,65,13,3,75,7,100,9.5,1,12,500,1,6,1,0,35833.4
250,65,13,3,90,7,100,9.5,1,12,500,1,6,1,0,32382.7
250,65,13,3,60,3,100,9.5,2,12,500,1,6,1,0,66960.1
250,65,13,3,75,3,100,9.5,2,12,500,1,6,1,0,43241.6
250,65,13,3,90,3,100,9.5,2,12,500,1,6,1,0,34059.2
250,65,13,3,60,5,100,9.5,2,12,500,1,6,1,0,57868.4
250,65,13,3,75,5,100,9.5,2,12,500,1,6,1,0,40116.8
250,65,13,3,90,5,100,9.5,2,12,500,1,6,1,0,32278.2
